"CUE Anexo","Es anexo","Sector","Recibe subvención estatal","Es confesional","Ámbito","Nombre del establecimiento","Domicilio","C. P.","Localidad","Teléfono","Correo electrónico","Ofrece educación primaria","Ofrece educación secundaria","Ofrece educación inicial y/o maternal","Turnos del nivel secundario","Jornada extendida","Idiomas que se enseñan","Artisticas","Biblioteca","Sala o laboratorio de informática","Tiene asociación cooperadora","Dispone de conexión a internet","Tipo de conexión","Origen de electricidad","Es secundaria técnica","Es artística","Es modalidad intercultural bilingüe","Establecimiento creado en 2024","Secciones","Secciones independientes de nivel secundario en 2023","Secciones múltiples de nivel secundario en 2023","Matrícula","Matrícula varones de nivel secundario en 2023","Egresados de nivel secundario en 2022","Egresados varones de nivel secundario en 2022","Latitud","Longitud","Precisión del georreferenciamiento","Código de provincia","Nombre de provincia","Código de departamentos/comuna","Nombre de departamentos/comuna","Código de radio"
"140305000",2,2,3,3,1,"INSTITUTO SECUNDARIO REPUBLICA DE ITALIA","DONACIANO DEL CAMPILLO 851 URCA B° URCA","X5009","CORDOBA","0351 4816132","institucional@ispri.edu.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",1,1,2,1,"Cable Modem/ Otro tipo","Red Pública",2,2,2,2,9,9,0,251,140,57,37,-31.38374002,-64.24491,"PRECISA","14","Córdoba","14014","Capital","140144220"
"140414500",2,2,5,1,1,"INSTITUTO SEC. PQUIAL. MONSEÑOR FERMIN LAFITTE","Bv. Los Granaderos 1632 LOS PARAISOS B° LOS PARAISOS","X5008","CORDOBA","0351 4710308","ferminlafitte@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"ADSL/ Cable Modem","Red Pública",2,2,2,2,6,6,0,223,98,14,5,-31.38466543,-64.19571775,"APROXIMADA","14","Córdoba","14014","Capital","140142712"
"140225900",2,2,5,1,1,"INSTITUTO JOSE PEÑA","CIUDAD DE TAMPA 2954 VILLA CABRERA B° VILLA CABRERA","X5008","CORDOBA","0351 4806054","ijpsecretaria@yahoo.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"ADSL","Red Pública",2,2,2,2,18,18,0,612,344,73,35,-31.38364136,-64.21759772,"APROXIMADA","14","Córdoba","14014","Capital","140144101"
"140565900",2,2,1,3,1,"INSTITUTO EDUCATIVO ALTA CORDOBA","JUJUY 2602 ALTA CORDOBA B° ALTA CORDOBA","X5001","CORDOBA","0351 7114625","ieac.nivelsecundario@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",2,2,2,1,"Cable Modem","Red Pública",2,2,2,2,9,9,0,292,178,0,0,-31.38304517,-64.18037759,"PRECISA","14","Córdoba","14014","Capital","140143806"
"140408500",2,1,2,2,1,"I.P.E.M. Nº 39 DON BOSCO","JOSE VESPIGNANI 251 DON BOSCO B°DON BOSCO","X5003","CORDOBA","0351 4347841","ipem39@hotmail.com.ar",1,1,1,"Mañana, Tarde, Doble",2,"Inglés, Italiano","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"ADSL","Red Pública",2,2,2,2,18,18,0,430,220,60,33,-31.38720913,-64.27294914,"PRECISA","14","Córdoba","14014","Capital","140142208"
"140545400",2,2,5,1,1,"INSTITUTO SOR MARIA ANTONIA DE PAZ Y FIGUEROA","NICOLAS DE ISAMENDI 2862 YOFRE NORTE BARRIO YOFRE NORTE","X5012","CORDOBA","0351 156780877","secretaria.secundario@sormariacba.edu.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,18,18,0,624,246,73,24,-31.38548206,-64.13450334,"PRECISA","14","Córdoba","14014","Capital","140143314"
"140229400",2,1,2,2,1,"I.P.E.A.y T. Nº 189  DR. JUAN MAMERTO GARRO","AV. LAS MALVINAS 5000 PALMAR B° PALMAR","X5012","CORDOBA","0351 4339186","garro189@hotmail.com; EE0310703@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Cable Modem/ Internet Móvil","Red Pública",1,2,2,2,17,15,2,363,181,27,11,-31.38368951,-64.11148797,"APROXIMADA","14","Córdoba","14014","Capital","140140703"
"140342000",2,2,3,1,1,"INSTITUTO DOMINGO SAVIO","AVENIDA CARCANO 75 DON BOSCO OBRA DON BOSCO","X5003","CORDOBA","0351 4841256","info@domingosaviocba.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,432,208,51,22,-31.38896918,-64.26267132,"APROXIMADA","14","Córdoba","14014","Capital","140142216"
"140444900",2,2,3,3,1,"INSTITUTO SAN AGUSTIN","HORNERO 236 CHATEAU CARRERAS B° CHATEAU CARRERAS","X5003","CORDOBA","0351 4845951","correosanagustin@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,2,2,1,"Telefónica","Red Pública",2,2,2,2,6,6,0,195,95,24,10,-31.38754335,-64.26201225,"APROXIMADA","14","Córdoba","14014","Capital","140142216"
"140448100",2,1,2,2,1,"I.P.E.M. Nº 7 PROF.CARLOS SEGRETI","JULIAN PAZ  1851 VILLA CABRERA B° VILLA CABRERA","X5008","CORDOBA","0351 4347784","ipem71996@yahoo.com.ar",2,1,2,"Mañana, Intermedio, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Telefónica/ Cable Modem","Red Pública",2,2,2,2,18,15,3,435,191,36,15,-31.388465,-64.208641,"PRECISA","14","Córdoba","14014","Capital","140144105"
"140433800",2,2,1,3,1,"COLEGIO COSTA AZUL NIVEL MEDIO","HUARPES 88 COSTA AZUL COMECHINGONES Y HUARPES","X5152","VILLA CARLOS PAZ","03541 420530","colegiocostazulnv@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,2,2,1,"Cable Modem/ Otro tipo","Red Pública",2,2,2,2,6,6,0,170,59,17,8,-31.39963829,-64.46536993,"PRECISA","14","Córdoba","14091","Punilla","140911002"
"140023200",2,2,5,1,1,"INSTITUTO NUESTRA MADRE DE LA MERCED","MARIANO FRAGUEIRO 2389 ALTA CORDOBA B° ALTA CORDOBA","X5001","CORDOBA","0351 4719483","mercedarias@powernet.net.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"ADSL/ Cable Modem/ Internet Móvil/ Otro tipo","Red Pública",2,2,2,2,15,15,0,459,166,55,19,-31.38767616,-64.18384326,"APROXIMADA","14","Córdoba","14014","Capital","140143810"
"140250400",2,1,2,2,1,"I.P.E.M. Nº 134 ING. REGINO MADERS","MAURICIO YADAROLA 653 GENERAL BUSTOS B° GENERAL BUSTOS","X5001","CORDOBA","0351 4336051","ipem134@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Telefónica/ Cable Modem","Red Pública",2,2,2,2,14,14,0,345,182,35,11,-31.38793279,-64.1681326,"APROXIMADA","14","Córdoba","14014","Capital","140143707"
"140007600",2,2,3,3,1,"INSTITUTO MODELO DE JUEGOS Y DEPORTES RACING","GARAGLIO 2065 NUEVA ITALIA B° NUEVA ITALIA","X5012","CORDOBA","0351 4522706 Int.104","mimi_6328@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,1,2,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,471,288,29,25,-31.38956606,-64.14459786,"APROXIMADA","14","Córdoba","14014","Capital","140143306"
"140271100",2,2,5,3,1,"INSTITUTO DR. MANUEL LUCERO","LAVALLEJA 2257 ALTA CORDOBA B° ALTA CORDOBA","X5001","CORDOBA","0351 4711988","secretaria@instmanuellucero.edu.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"ADSL/ Cable Modem","Red Pública",2,2,2,2,30,30,0,1001,460,79,31,-31.38933359,-64.18250631,"APROXIMADA","14","Córdoba","14014","Capital","140143814"
"140297100",2,2,5,1,1,"INSTITUTO FASTA SANTO DOMINGO DE GUZMAN","TEMISTOCLES CASTELLANO 966 LAS ROSAS B° LAS ROSAS","X5009","CORDOBA","0351 4882948","secretarianm@fastasantodomingo.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"ADSL","Red Pública",2,2,2,2,12,12,0,383,159,58,16,-31.39246462,-64.22529966,"APROXIMADA","14","Córdoba","14014","Capital","140144118"
"140304900",2,2,3,1,1,"INSTITUCION ESCUTI","NAZARET 3399 LAS ROSAS B° LAS ROSAS","X5009BIQ","CORDOBA","0351 4815596/4814505","secundario@institucionescuti.edu.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"ADSL","Red Pública",2,2,2,2,12,12,0,420,202,56,21,-31.39005579,-64.23064277,"PRECISA","14","Córdoba","14014","Capital","140144118"
"140476100",2,1,2,2,1,"I.P.E.T. N° 318 COMBATE DE LA TABLADA","LA TABLADA 4861 VILLA URQUIZA entre IROS y MARICONDE","X5011","CORDOBA","0351 4347849","ipet318combatedelatablada@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Otro tipo","Red Pública",1,2,2,2,10,10,0,241,113,7,4,-31.391416,-64.240655,"APROXIMADA","14","Córdoba","14014","Capital","140144308"
"140502200",2,2,5,1,1,"INSTITUTO PAULA MONTAL","MANUEL DE PORTO Y MARIÑO 556 VILLA URQUIZA B°VILLA URQUIZA(entre TABLADA y HUMBERTO PRIMO","X5003","CORDOBA","0351 4842618","cpaulamontalvillaurquiza@yahoo.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Internet Móvil","Red Pública",2,2,2,2,11,11,0,344,160,23,7,-31.39281696,-64.23770005,"APROXIMADA","14","Córdoba","14014","Capital","140144306"
"140235700",2,1,2,2,1,"I.P.E.M. Nº 152 DR. ALEJO CARMEN GUZMAN","AGUSTO LOPEZ 1180 ALEM B° ALEM","X5012","CORDOBA","0351 4336052","ipem152@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Telefónica/ ADSL/ Cable Modem","Red Pública",2,2,2,2,31,28,3,693,363,32,17,-31.39619347,-64.16750212,"APROXIMADA","14","Córdoba","14014","Capital","140143419"
"140011400",2,2,3,1,1,"INSTITUTO CRISTO REY","CURA BROCHERO 753 GENERAL BUSTOS B° GENERAL BUSTOS","X5001","CORDOBA","0351 4712968","cristoreysvd@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Internet Móvil","Red Pública",2,2,2,2,15,15,0,482,238,34,10,-31.3915511,-64.17061986,"APROXIMADA","14","Córdoba","14014","Capital","140143713"
"140293300",2,1,2,2,1,"I.P.E.M. Nº 161 MANUEL DORREGO","PUNTA DEL SAUCE 1551 TALLERES ESTE BARRIO TALLERES ESTE","X5012","CORDOBA","0351 4336058","EE0310624@me.cba.gov.ar ; ipem161manueldorrego@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",2,2,2,2,18,18,0,563,266,42,19,-31.39045671,-64.15461059,"APROXIMADA","14","Córdoba","14014","Capital","140143418"
"140539100",2,1,2,2,1,"I.P.E.M. Nº 365 DR RENE GERONIMO FAVALORO","GOBERNADOR ALVAREZ 131 SANTA RITA DEL LAGO BARRIO SANTA RITA DEL LAGO - VILLA CARLOS PAZ","X5152","VILLA CARLOS PAZ","03541 438233","ipem365@hotmail.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",1,1,1,1,"Cable Modem","Red Pública",2,2,2,2,16,16,0,483,238,40,18,-31.40306899,-64.475908,"APROXIMADA","14","Córdoba","14091","Punilla","140911004"
"140557300",2,1,2,2,1,"ESCUELA EXPERIMENTAL CON ENFASIS EN TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION","Uspallata 1289 MIGUEL MUÑOZ B VILLA CARLOS PAZ","X5152","VILLA CARLOS PAZ","0351 156506156(COORD)","lcamposano@escuelasproa.edu.ar",2,1,2,"Doble",1,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,1,1,1,"Cable Modem/ Satelital/ Otro tipo","Red Pública",2,2,2,2,6,6,0,183,125,10,7,-31.4052719,-64.4757477,"PRECISA","14","Córdoba","14091","Punilla","140911004"
"140249700",2,2,5,1,1,"INSTITUTO SECUNDARIO GENERAL SAN MARTIN","AV. COLON 4751 LAS PALMAS B° LAS PALMAS","X5003","CORDOBA","0351 4858962","secundario@kehilacordoba.org",2,1,2,"Doble",1,"Inglés, Hebreo","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,177,91,42,20,-31.39592919,-64.24153104,"APROXIMADA","14","Córdoba","14014","Capital","140144307"
"140294700",2,2,5,1,1,"INSTITUTO INMACULADA CONCEPCION","AV.CASTRO BARROS 1316 SAN MARTIN B° SAN MARTIN","X5008","CORDOBA","0351 4715072","secretariasecundario@institutoinmaculada.orgom",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Telefónica","Red Pública",2,2,2,2,16,16,0,531,238,51,17,-31.39318734,-64.20240185,"APROXIMADA","14","Córdoba","14014","Capital","140144008"
"140563500",2,2,1,1,1,"INSTITUTO TECNICO HECTOR VALDIVIELSO","CORRIENTES 875 TERCERA SECCION MALVINAS ARGENTINAS","X5125","MALVINAS ARGENTINAS","0351 158130224","secundariomalvinas@lasalle.edu.ar",2,1,2,"Doble",1,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,2,2,1,"Satelital","Red Pública",1,2,2,2,14,14,0,367,195,0,0,-31.39762,-64.056556,"PRECISA","14","Córdoba","14021","Colón","140210814"
"140365005",1,1,2,2,2,"I.P.E.M. Nº 285 JOSE GABRIEL BROCHERO ANEXO LA VENTANA","PUBLICA   LA VENTANA - P/MINA CLAVERO","X5000","LA VENTANA","03544 476260 Base","ipem285@yahoo.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Teatro",1,1,1,1,"Satelital","Panel fotovoltaico/solar",2,2,2,2,2,0,2,16,7,2,0,-31.52956368,-64.8646284,"PRECISA","14","Córdoba","14126","San Alberto","141260104"
"140135500",2,1,2,2,1,"I.P.E.M. Nº 205 RICARDO HUGO PALLADINO","27 DE ABRIL 5330 SAN IGNACIO entre Escobar y A.Rosillo","X5003","CORDOBA","0351 4347864","palladinoipem205@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",2,2,2,2,16,16,0,376,186,32,13,-31.39518361,-64.25173843,"APROXIMADA","14","Córdoba","14014","Capital","140144311"
"140451200",2,1,2,2,1,"I.P.E.M. Nº 3 GRAL. JUAN BAUTISTA BUSTOS","CELEDONIO FLORES 1426 PUEYRREDON","X5012","CORDOBA","0351 4339190","hdcarna@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Cable Modem/ Internet Móvil","Red Pública",2,2,2,2,13,13,0,235,111,15,9,-31.39423248,-64.14809885,"PRECISA","14","Córdoba","14014","Capital","140145105"
"140528500",2,1,2,2,2,"I.P.E.A. N° 354","CALLE PUBLICA   CHANCANI","X5871","CHANCANI","03542 485747","ipem354.tecnica@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas, T",1,1,1,2,"","Red Pública",1,2,2,2,7,7,0,99,49,7,1,-31.41392503,-65.44691971,"APROXIMADA","14","Córdoba","14077","Pocho","140770110"
"140327500",2,2,5,3,1,"INSTITUTO DE ESTUDIOS SECUND.DE SGO.TEMPLE","SAN MARTIN 433 NORTE SANTIAGO TEMPLE","X5124","SANTIAGO TEMPLE","03574 497093","secueiestemple@gmail.com",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Telefónica/ ADSL","Red Pública",2,2,2,2,12,12,0,235,120,36,16,-31.3865428,-63.41789783,"PRECISA","14","Córdoba","14119","Río Segundo","141190306"
"140270800",2,2,3,1,1,"INSTITUTO CORAZON DE MARIA","ANTONIO DEL VISO 445 ALTA CORDOBA B° ALTA CORDOBA","X5001","CORDOBA","0351 4719336","admin@corazondemaria.edu.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem/ Satelital","Red Pública",2,2,2,2,21,21,0,824,413,101,51,-31.39471771,-64.18158212,"APROXIMADA","14","Córdoba","14014","Capital","140143905"
"140229700",2,2,5,3,1,"INSTITUTO MIXTO SECUNDARIO JUSTO JOSE DE URQUIZA","PADRE LUIS MONTI 2734 PUEYRREDON B° PUEYRREDON","X5012","CORDOBA","0351 4531886- 4511886","secretariaurquiza@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem/ Internet Móvil","Red Pública",2,2,2,2,22,22,0,609,270,46,36,-31.39564689,-64.1508745,"APROXIMADA","14","Córdoba","14014","Capital","140145104"
"140229900",2,1,2,2,1,"I.P.E.M. Nº 174 TRINIDAD MORENO","EDUARDO SAN MARTIN 1282 YOFRE SUD B°YOFRE SUD","X5012","CORDOBA","0351 4339171","EE0310638@me.cba.gov.ar ; ipem174trinidad@yahoo.com.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,1,1,"Cable Modem","Red Pública",2,2,2,2,27,27,0,654,298,34,14,-31.39504081,-64.13738895,"APROXIMADA","14","Córdoba","14014","Capital","140145119"
"140007900",2,2,5,1,1,"INSTITUTO HORTUS CONCLUSUS","ANTONIO MARIA GIANELLI 551 GENERAL BUSTOS B° GENERAL BUSTOS","X5001","CORDOBA","0351 4711619","colegiohortusconclusus@yahoo.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,437,170,73,27,-31.39506571,-64.17554567,"APROXIMADA","14","Córdoba","14014","Capital","140143718"
"140127000",2,2,5,3,1,"INSTITUTO DR. DALMACIO VELEZ SARSFIELD","ALEJANDRO AGUADO 571 GENERAL BUSTOS B° GENERAL BUSTOS","X5001","CORDOBA","0351 4741708","secretariadalmacio@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,431,192,47,31,-31.396524,-64.17513,"PRECISA","14","Córdoba","14014","Capital","140143718"
"140311500",2,1,2,2,1,"I.P.E.M. Nº 103 ESTEBAN ECHEVERRIA","COLOMBRES 398 SAN MARTIN B° SAN MARTIN","X5008","CORDOBA","0351 4336046","ipem103estebanecheverria@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,224,117,17,12,-31.39525727,-64.19494665,"APROXIMADA","14","Córdoba","14014","Capital","140144011"
"140245600",2,2,5,3,1,"INSTITUTO GARCIA FAURE","JERONIMO LUIS DE CABRERA (O) 834 ALTA CORDOBA B° ALTA CORDOBA","X5001","CORDOBA","0351 4716729","EE1210903@me.cba.gov.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Teatro",1,1,2,1,"ADSL/ Cable Modem","Red Pública",2,2,2,2,12,12,0,365,171,45,23,-31.39634711,-64.1878675,"APROXIMADA","14","Córdoba","14014","Capital","140143910"
"140411100",2,1,2,2,1,"I.P.E.M. Nº 43 PTE. HIPOLITO YRIGOYEN","BRANDSEN 47 SAN MARTIN B° SAN MARTIN(ENTRE M.GARCIA Y C.BARROS)","X5008","CORDOBA","0351 4336045","ee0310720@me.cba.gov.ar",2,1,2,"Mañana, Tarde, Doble",2,"Inglés, Portugués, Italiano","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Telefónica/ Cable Modem/ Internet Móvil","Red Pública",2,2,2,2,16,16,0,410,204,25,15,-31.39781933,-64.1984505,"APROXIMADA","14","Córdoba","14014","Capital","140144012"
"140557500",2,2,1,1,1,"COLEGIO SECUNDARIO EVANGELICO HAROLDO ANDENMATTEN","PEDRO ZANNI 930 VILLA PAEZ BARRIO VILLA PAEZ","X5003","CORDOBA","0351 4899797","secundarioharoldo@gmail.com",2,1,2,"Tarde",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,197,96,27,13,-31.3980529,-64.2090848,"PRECISA","14","Córdoba","14014","Capital","140144609"
"140413500",2,2,5,1,1,"INSTITUTO NUESTRA SEÑORA DE LA MERCED","ZELAYA 140 SAN MARTIN B° SAN MARTIN","X5008","CORDOBA","0351 4710763","sradelamercedsec@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Danzas, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,374,161,49,18,-31.39826736,-64.19646128,"APROXIMADA","14","Córdoba","14014","Capital","140144703"
"140169400",2,2,5,3,1,"INSTITUTO TECNICO ING.NOEL J.ETCHEGOYEN","MONSEÑOR DE ANDREA 432 ALTO ALBERDI B° ALTO ALBERDI","X5003","CORDOBA","0351 4804046","escuelaetchegoyen@hotmail.com ;direccion@institutoetchegoyen.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Telefónica","Red Pública",1,2,2,2,10,10,0,211,159,16,11,-31.40114059,-64.21596175,"APROXIMADA","14","Córdoba","14014","Capital","140144613"
"140464400",2,2,5,3,1,"INSTITUTO JULIETA DELFINO","GOBERNADOR ALCORTA 189 SANTA RITA VILLA CARLOS PAZ","X5152","VILLA CARLOS PAZ","03541 639131","julietadelfino@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",2,1,2,1,"Cable Modem","Red Pública",2,2,2,2,6,6,0,197,94,22,10,-31.40583284,-64.47943783,"PRECISA","14","Córdoba","14091","Punilla","140911009"
"140290000",2,2,5,1,1,"INSTITUTO TECNICO Y ORIENTADO LUIS MANUEL ROBLES","PADRE LUIS MONTI 1850 PUEYRREDON","X5012","CORDOBA","0351 4517213","institutorobles@yahoo.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"ADSL","Red Pública",1,2,2,2,19,19,0,673,411,103,64,-31.39952432,-64.16377393,"APROXIMADA","14","Córdoba","14014","Capital","140145005"
"140290100",2,2,5,1,1,"INSTITUTO OBISPO CAIXAL","ANA MARIA JANER 1250 PUEYRREDON","X5000","CORDOBA","0351 4517225","obcaixal@obispocaixal.com.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Danzas",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,14,14,0,493,199,65,25,-31.40115061,-64.16458512,"APROXIMADA","14","Córdoba","14014","Capital","140145005"
"140135200",2,2,5,1,1,"INSTITUTO SAN BUENAVENTURA","AV. DON BOSCO 5001 LAS PALMAS B° LAS PALMAS","X5003","CORDOBA","0351 4844024","dns@cef-buenaventura-co.edu.ar",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem/ Internet Móvil","Red Pública",2,2,2,2,18,18,0,585,291,75,28,-31.40238116,-64.25107569,"APROXIMADA","14","Córdoba","14014","Capital","140144411"
"140245700",2,1,2,2,1,"I.P.E.M. Nº 201 LEOPOLDO MARECHAL","ROQUE SAENZ PEÑA (3er.Piso) 1211 COFICO entre Gral.Bustos y F.Allende","X5000","CORDOBA","0351 4336056","ipem_201@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés, Portugués","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Telefónica/ Cable Modem","Red Pública",2,2,2,2,13,13,0,307,145,36,17,-31.40274503,-64.18284523,"APROXIMADA","14","Córdoba","14014","Capital","140144808"
"140289500",2,2,5,1,1,"INSTITUTO SAGRADO CORAZON","ROMA 1153 PUEYRREDON B° PUEYRREDON","X5000","CORDOBA","0351 4517345","sagradoinstitucional@gmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem/ Otro tipo","Red Pública",2,2,2,2,6,6,0,216,98,29,8,-31.403243,-64.16737348,"APROXIMADA","14","Córdoba","14014","Capital","140145006"
"140289600",2,2,3,1,1,"INSTITUTO JESUITA SAGRADA FAMILIA","BUCHARDO 1675 PUEYRREDON PURYRREDON","X5004ETQ","CORDOBA","0351 4518016","secretariasecundaria@sagradafamiliasj.edu.ar",2,1,2,"Mañana, Doble",2,"Inglés, Portugués","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,18,18,0,663,328,71,38,-31.40293868,-64.16542877,"PRECISA","14","Córdoba","14014","Capital","140145006"
"140345000",2,2,5,1,1,"INSTITUTO SAN LUIS GONZAGA","SANTA ROSA 2035 ALTO ALBERDI B° ALTO ALBERDI","X5003","CORDOBA","0351 4807247","sanluisgonzaga@hotmail.com",2,1,2,"Mañana, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,1,2,1,"Cable Modem","Red Pública",2,2,2,2,12,12,0,266,22,36,0,-31.40504672,-64.20889154,"APROXIMADA","14","Córdoba","14014","Capital","140146007"
"140434800",2,2,5,1,1,"INSTITUTO SAN JERONIMO","LA RIOJA 2054 ALTO ALBERDI B° ALTO ALBERDI","X5003","CORDOBA","0351 153914383","institutosanjeronimonivelmedio@gmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,2,1,"Cable Modem/ Otro tipo","Red Pública",2,2,2,2,15,15,0,368,188,24,7,-31.40371,-64.208965,"PRECISA","14","Córdoba","14014","Capital","140146007"
"140344500",2,1,2,2,1,"I.P.E.M. Nº 42 PROF. MARCELA BEATRIZ MOYANO COUDERT","AV. DUARTE QUIROS 3947 LAS PALMAS B° LAS PALMAS","X5003","CORDOBA","0351 4347853","ipem42@hotmail.com",2,1,2,"Mañana, Tarde, Doble",2,"Inglés","Música, Artísticas Visuales/Plástica, Teatro",1,2,1,1,"Cable Modem","Red Pública",2,2,2,2,41,41,0,852,368,54,20,-31.4047632,-64.23371109,"APROXIMADA","14","Córdoba","14014","Capital","140144510"
